,author,category,description,publishedAt,source,title,url
13,Infowars.com,Featured Stories,Deranged threats by the left reaches fever pitch.,"Wed, 20 Jun 2018 16:58:20 +0000",infowars,Melania Trump Calls Secret Service After Peter Fonda Threatens Barron With Pedophiles,https://www.infowars.com/melania-trump-calls-secret-service-after-peter-fonda-threatens-barron-with-pedophiles/
14,Rob Dew,Featured Stories,Establishment media can't stop pushing fake news.,"Wed, 20 Jun 2018 16:52:52 +0000",infowars,MSM & Snopes Caught In Blatant Lie Against Trump,https://www.infowars.com/msn-snopes-caught-in-blatant-lie-against-trump/
15,Daily Caller,Government,Says Dems exploit weak border laws,"Wed, 20 Jun 2018 16:47:31 +0000",infowars,"Trump: Dems “Want Open Borders, Crime”",https://www.infowars.com/trump-dems-want-open-borders-crime/
16,Nick Givas ,Government,Says situation entirely avoidable,"Wed, 20 Jun 2018 16:39:18 +0000",infowars,GOP Rep. Shames Illegal Parents Placing Children in Harms Way,https://www.infowars.com/gop-rep-shames-illegal-parents-placing-children-in-harms-way/
17,The Alex Jones Show,Special Reports,The Mandalay Bay shooting still has many unanswered questions.,"Wed, 20 Jun 2018 16:28:13 +0000",infowars,EXCLUSIVE: Congress Briefed On Vegas Shooter’s Anti-Trump Bias / Islamic Connections,https://www.infowars.com/exclusive-congress-briefed-on-vegas-shooters-anti-trump-bias-islamic-connections/
18,Kit Daniels,Featured Stories,Starbucks expanding in red states with lower taxes,"Wed, 20 Jun 2018 16:24:24 +0000",infowars,Starbucks Admits: Can’t Make Profit in Blue States!,https://www.infowars.com/starbucks-admits-cant-make-profit-in-blue-states/
19,Bloomberg,Economy,Study finds savings at seven-year low,"Wed, 20 Jun 2018 16:20:42 +0000",infowars,Americans Choose Not to Save in Booming Economy,https://www.infowars.com/americans-choose-not-to-save-in-booming-economy/
20,Adan Salazar,Featured Stories,TED Talks organization distances itself from controversial lecture.,"Wed, 20 Jun 2018 16:15:56 +0000",infowars,#TEDogate: TEDx Workshops Call on Public to Accept Pedophiles,https://www.infowars.com/tedogate-tedx-workshops-call-on-public-to-accept-pedophiles/
21,Westmonster,Globalism,Several active gang wars now in major city,"Wed, 20 Jun 2018 16:15:35 +0000",infowars,Swedish Gang Violence to Escalate – Police,https://www.infowars.com/swedish-gang-violence-to-escalate-police/
22,Infowars.com,Featured Stories,Left going ballistic over Trump's action on illegal immigration.,"Wed, 20 Jun 2018 16:11:39 +0000",infowars,Jim Carrey ‘Art’: Trump Devours Immigrant Baby Limbs,https://www.infowars.com/jim-carrey-art-trump-devours-immigrant-baby-limbs/
23,Express,Economy,10 percent tax on American car imports could end,"Wed, 20 Jun 2018 16:09:28 +0000",infowars,Merkel Caves to Trump: Germany to Scrap EU Tax on Cars,https://www.infowars.com/merkel-caves-to-trump-germany-to-scrap-eu-tax-on-cars/
24,Alex Jones ,Featured Stories,Call for harm on children advocated by leftist,"Wed, 20 Jun 2018 15:49:34 +0000",infowars,Watch: Actor Peter Fonda Calls For Stalking Border Patrol Agents’ Children,https://www.infowars.com/actor-peter-fonda-calls-for-stalking-border-patrol-agents-children/
25,Owen Shroyer & Savanah Hernandez ,Special Reports,Only a drop in the bucket of phony anti-Trump hit pieces.,"Wed, 20 Jun 2018 15:39:59 +0000",infowars,50 Fake News Stories The Media Reported About Trump,https://www.infowars.com/50-fake-news-stories-the-media-reported-about-trump/
26,Paul Joseph Watson,Featured Stories,"""Deport the contemptible Republican cowards"".","Wed, 20 Jun 2018 15:38:31 +0000",infowars,Never Trump “Conservatives” Want to Replace Pro-Trump Republicans With Illegal Immigrants,https://www.infowars.com/never-trump-conservatives-want-to-replace-pro-trump-republicans-with-illegal-immigrants/
27,Voice of Europe,Globalism,Elementary kids punished if they refused,"Wed, 20 Jun 2018 15:28:09 +0000",infowars,Catholic Children Forced to Learn Islamic Songs at Austrian School,https://www.infowars.com/catholic-children-forced-to-learn-islamic-songs-at-austrian-school/
28,Mikael Thalen,Featured Stories,Cybersecurity firm: Hacking group's 'motives go beyond spying and may also include disruption',"Wed, 20 Jun 2018 15:21:48 +0000",infowars,Suspected Chinese Hackers Target Computers Used to Control Satellites,https://www.infowars.com/suspected-chinese-hackers-target-computers-used-to-control-satellites/
29,Clifford Cunningham,Featured Stories,"MSNBC's go-to ""Republican"" contributor calls Dems ""only party to stand for what is right""","Wed, 20 Jun 2018 15:09:27 +0000",infowars,MSNBC’s Token Republican Exits GOP,https://www.infowars.com/msnbcs-token-republican-exits-gop/
30,Steve Watson ,Featured Stories,"""This is how Hitler came to power.""","Wed, 20 Jun 2018 14:05:11 +0000",infowars,Trump Hugged The US Flag And Deranged Leftists Went Ape,https://www.infowars.com/trump-hugged-the-us-flag-and-deranged-leftists-went-ape/
31,Frontpage Mag,Featured Stories,"Hispanic, black and white children torn away from American families","Wed, 20 Jun 2018 13:16:07 +0000",infowars,Illegal Aliens Fatally Separate American Parents and Children,https://www.infowars.com/illegal-aliens-fatally-separate-american-parents-and-children/
32,Infowars.com,Featured Stories,The globalists are losing their battle against Trump.,"Wed, 20 Jun 2018 13:12:02 +0000",infowars,"Watch Live: Actor Peter Fonda Calls For Barron Trump To Be Kidnapped, Assaulted By Pedophiles!",https://www.infowars.com/watch-live-fbi-corruption-still-funded-by-deep-state/
33,Rex Jones ,Featured Stories,Illegal immigrants fed better than U.S. children under Michelle Obama lunch program,"Wed, 20 Jun 2018 12:53:06 +0000",infowars,US School Kids Wish They Had The Same Lunches As Migrant Children,https://www.infowars.com/us-school-kids-wish-they-had-the-same-lunches-as-migrant-children/
34,Paul Joseph Watson,Featured Stories,"""We should find out what schools they go to....scare the shit out of them, make their children worry"".","Wed, 20 Jun 2018 12:20:42 +0000",infowars,Actor Peter Fonda Encourages Targeting Children of Border Patrol & ICE Agents,https://www.infowars.com/actor-peter-fonda-encourages-targeting-children-of-border-patrol-ice-agents/
35,Daily Caller,Featured Stories,“Some enterprising hero archived the ICE employees listed on linkedin.”,"Wed, 20 Jun 2018 11:45:27 +0000",infowars,Antifa Spreads List Of ICE Agents Compiled Using LinkedIn And Blasts It Over Twitter,https://www.infowars.com/antifa-spreads-list-of-ice-agents-compiled-using-linkedin-and-blasts-it-over-twitter/
36,Reuters,Featured Stories,Vatican was silent on issue during previous administrations,"Wed, 20 Jun 2018 11:43:47 +0000",infowars,Globalist Pope Criticizes Trump Administration For Migrant Family Separation,https://www.infowars.com/globalist-pope-criticizes-trump-administration-for-migrant-family-separation/
37,Breitbart,Featured Stories,"Feinstein’s “Keep Families Together Act” would “essentially prevent arrest within 100 miles of the border, even if the person has committed a serious crime or is suspected of terrorist activities.”","Wed, 20 Jun 2018 11:41:24 +0000",infowars,Report: Diane Feinstein’s Immigration Bill Would Prevent Almost Every Federal Arrest,https://www.infowars.com/report-diane-feinsteins-immigration-bill-would-prevent-almost-every-federal-arrest/
38,RT,Economy,Chinese investment at lowest level in seven years,"Wed, 20 Jun 2018 11:40:51 +0000",infowars,China Cuts US Investments By 92% Amid Escalating Trade War,https://www.infowars.com/china-cuts-us-investments-by-92-amid-escalating-trade-war/
39,Fox News,Featured Stories,Leftist developer attempts to doxx ICE agents,"Wed, 20 Jun 2018 11:40:33 +0000",infowars,Anti-Trump Professor Thwarted In Bid to Share ICE Employee Data,https://www.infowars.com/anti-trump-professor-thwarted-in-bid-to-share-ice-employee-data/
40,Breitbart,Featured Stories,“No borders! No walls! Sanctuary for all!”,"Wed, 20 Jun 2018 11:37:35 +0000",infowars,WATCH – Activists Shouting ‘No Borders! No Walls!’ Harass DHS Sec. Nielsen at Restaurant,https://www.infowars.com/watch-activists-shouting-no-borders-no-walls-harass-dhs-sec-nielsen-at-restaurant/
41,Reuters,World at War,Islamic State militants have manufactured ricin in the past,"Wed, 20 Jun 2018 11:32:21 +0000",infowars,German intelligence says Islamists could attack with ricin,https://www.infowars.com/german-intelligence-says-islamists-could-attack-with-ricin/
42,Ayaz Gul ,World at War,30 personnel when convoy was ambushed by Taliban fighters,"Wed, 20 Jun 2018 11:29:35 +0000",infowars,"Taliban, in Pre-Dawn Attack, Breaks Afghanistan’s Eid Ceasefire",https://www.infowars.com/taliban-in-pre-dawn-attack-breaks-afghanistans-eid-ceasefire/
43,Bill Gertz ,World News,White House exposes Chinese economic aggression,"Wed, 20 Jun 2018 11:27:51 +0000",infowars,China Industrial Policy Seeks to Steal ‘Crown Jewels’ of U.S. Tech,https://www.infowars.com/china-industrial-policy-seeks-to-steal-crown-jewels-of-u-s-tech/
44,Himanshu Goenka ,Science & Tech,Bithumb also hacked in July 2017 when over $1 million worth of cryptocurrencies was stolen,"Wed, 20 Jun 2018 11:21:30 +0000",infowars,"Bithumb Cryptocurrency Exchange Hacked, $31 Million Of Tokens Stolen",https://www.infowars.com/bithumb-cryptocurrency-exchange-hacked-31-million-of-tokens-stolen/
45,The Hill,Health,Children in foster or state care has risen 15 to 30 percent in last four years,"Wed, 20 Jun 2018 11:18:52 +0000",infowars,Opioid crisis sending thousands of children into foster care,https://www.infowars.com/opioid-crisis-sending-thousands-of-children-into-foster-care/
46,Joe Schoffstall ,U.S. News,Left-wing group has come under fire for its 'hate' designations,"Wed, 20 Jun 2018 11:17:15 +0000",infowars,Southern Poverty Law Center Has More Than $90 Million In Offshore Funds,https://www.infowars.com/southern-poverty-law-center-has-more-than-90-million-in-offshore-funds/
47,The Last Refuge,Featured Stories,Massive illegal immigration is supported by both sides of the professional political machine.,"Wed, 20 Jun 2018 11:16:31 +0000",infowars,Illegal Immigration and Lax Border Controls are The Epicenter of The UniParty,https://www.infowars.com/illegal-immigration-and-lax-border-controls-are-the-epicenter-of-the-uniparty/
48,VOA News,World News,President Xi welcomed the young North Korean leader Tuesday,"Wed, 20 Jun 2018 11:13:53 +0000",infowars,N. Korean Leader Kim Jong Un Ends Two-Day Trip to China,https://www.infowars.com/n-korean-leader-kim-jong-un-ends-two-day-trip-to-china/
49,Reuters,Science & Tech,"'We cannot go back to the world of levers, pulleys and couriers'","Wed, 20 Jun 2018 11:12:26 +0000",infowars,Israel’s Netanyahu warns of cyber risks that can down fighter jets,https://www.infowars.com/israels-netanyahu-warns-of-cyber-risks-that-can-down-fighter-jets/
50,Chris Menahan  ,Featured Stories,'People of light' say term 'white' is racist &#038; outdated,"Wed, 20 Jun 2018 11:11:19 +0000",infowars,‘People Of Light’: New Campaign Seeks To Redefine What It Means To Be ‘White’,https://www.infowars.com/people-of-light-new-campaign-seeks-to-redefine-what-it-means-to-be-white/
51,Michael Snyder  ,Featured Stories,"Females are dramatically outperforming males on every educational level, and many are wondering what this means for our future.","Wed, 20 Jun 2018 10:59:05 +0000",infowars,"Females Are Outperforming Males On Every Educational Level, And That Has Staggering Implications For The Future Of Our Society",https://www.infowars.com/females-are-outperforming-males-on-every-educational-level-and-that-has-staggering-implications-for-the-future-of-our-society/
52,Paul Joseph Watson,Featured Stories,The real reasons Europe is being swamped.,"Tue, 19 Jun 2018 23:51:27 +0000",infowars,VIDEO: What They’re Not Telling You About the Migrant Crisis,https://www.infowars.com/video-what-theyre-not-telling-you-about-the-migrant-crisis/
53,Harrison Smith ,Featured Stories,Learn about the day the last United States slaves were freed.,"Tue, 19 Jun 2018 22:49:27 +0000",infowars,Juneteenth: A Day Every American Should Celebrate,https://www.infowars.com/juneteenth-a-day-every-american-should-celebrate/
54,Infowars.com,Featured Stories,Strzok's lawyer Aitan Goelman confirms.,"Tue, 19 Jun 2018 22:26:46 +0000",infowars,Breaking: Peter Strzok ‘Escorted’ From FBI Building,https://www.infowars.com/breaking-peter-strzok-escorted-from-fbi-building/
55,Washington Free Beacon,Government,Appeals Court mulls validity of law,"Tue, 19 Jun 2018 22:10:42 +0000",infowars,Calif. Assisted Suicide Law Online,https://www.infowars.com/calif-assisted-suicide-law-online/
56,The Alex Jones Show,Featured Stories,Liberal politician interrupted Horowitz hearing.,"Tue, 19 Jun 2018 21:24:58 +0000",infowars,VIDEO: Democrats Disrupt House Proceedings To Distract From DOJ’s Hearing,https://www.infowars.com/video-democrats-disrupt-house-proceedings-to-distract-from-dojs-hearing/
57,Jake Lloyd,Featured Stories,"Europe's image as a ""progressive paradise"" is fading away as a growing number reject globalism","Tue, 19 Jun 2018 20:51:01 +0000",infowars,The Rise of Right-Wing Europe,https://www.infowars.com/the-rise-of-right-wing-europe/
58,Infowars.com,Hot News,"On the positive side, it's backfiring on the left.","Tue, 19 Jun 2018 20:22:17 +0000",infowars,Outlaw Morgan: Political Correctness Is Cancer,https://www.infowars.com/outlaw-morgan-political-correctness-is-cancer/
59,Jamie White,Featured Stories,Claims Strzok is only ‘biased toward American democracy’,"Tue, 19 Jun 2018 20:05:31 +0000",infowars,Peter Strzok Lawyer Defends ‘Sick Loser’ Client In USA Today Op-Ed,https://www.infowars.com/peter-strzok-lawyer-defends-sick-loser-client-in-usa-today-op-ed/
60,David Knight,Special Reports,Tech-giant does the bidding of the global elite.,"Tue, 19 Jun 2018 19:58:17 +0000",infowars,Google Pushes 2nd Amendment Censorship,https://www.infowars.com/google-pushes-2nd-amendment-censorship/
61,Science News,Science & Tech,Some survived for a millennium or two,"Tue, 19 Jun 2018 18:59:31 +0000",infowars,"Africa’s Most Ancient Trees Are Dying, No One Knows Why",https://www.infowars.com/africas-most-ancient-trees-are-dying-no-one-knows-why/
62,The Alex Jones Show,Special Reports,Complete control of the internet is the goal of the elite.,"Tue, 19 Jun 2018 18:48:51 +0000",infowars,EU Uses And Abuses ‘Fake News’ To Censor The Entire Internet,https://www.infowars.com/eu-uses-and-abuses-fake-news-to-censor-the-entire-internet/
63,Paul Joseph Watson,Featured Stories,Asylum seeker fled country after choking &#038; raping victim for hours.,"Tue, 19 Jun 2018 18:45:13 +0000",infowars,"Germany: Migrant Who Murdered Teen Girl Bragged About Everything Being Free, No Need To Work",https://www.infowars.com/germany-migrant-who-murdered-teen-girl-bragged-about-everything-being-free-no-need-to-work/
64,World Mercury Project,Health,IQ levels at historic low ,"Tue, 19 Jun 2018 18:43:40 +0000",infowars,Study Links Environment to Falling IQ Levels,https://www.infowars.com/study-links-environment-to-falling-iq-levels/
65,Brian Balfour ,Economy,Program likely created to protect companies against competition,"Tue, 19 Jun 2018 18:29:22 +0000",infowars,Social Security’s Origins in Big Business,https://www.infowars.com/social-securitys-origins-in-big-business/
66,Infowars.com,Featured Stories,President announces plan to crack down on illegal immigration.,"Tue, 19 Jun 2018 18:21:25 +0000",infowars,Trump: I’ll Authorize Cancellation of Aid To Nations Sending Illegals,https://www.infowars.com/trump-ill-authorize-cancellation-of-aid-to-nations-sending-illegals/
67,Department of Homeland Security,Featured Stories,DHS does not have a blanket policy of separating families at the border,"Tue, 19 Jun 2018 18:14:13 +0000",infowars,Myth vs. Fact: DHS Zero-Tolerance Policy,https://www.infowars.com/myth-vs-fact-dhs-zero-tolerance-policy/
68,Space.com,Science & Tech,Theory examines gravitational properties of cosmic phenomena,"Tue, 19 Jun 2018 18:10:59 +0000",infowars,Black Holes Actually Colliding Wormholes?,https://www.infowars.com/black-holes-actually-colliding-wormholes/
69,Kit Daniels,Featured Stories,Media outrage based on belief that border crossings shouldn't be illegal,"Tue, 19 Jun 2018 18:01:27 +0000",infowars,The Truth About Trump “Separating Families”,https://www.infowars.com/the-truth-about-trump-separating-families/
70,Reuters,Globalism,"German, Italian nationalist surge chief concern ","Tue, 19 Jun 2018 17:59:10 +0000",infowars,EU Attempts Damage Control Before Migration Summit,https://www.infowars.com/eu-attempts-damage-control-before-migration-summit/
71,Infowars.com,Featured Stories,"'Let me tell you, we got some bad people that are doing bad things.'","Tue, 19 Jun 2018 17:58:45 +0000",infowars,Trump on IG Report: What Hillary Got Away With Was a Disgrace,https://www.infowars.com/trump-on-ig-report-what-hillary-got-away-with-was-a-disgrace/
72,Voice of Europe,Globalism,"Tells family they would not have to work hard, be taken care of","Tue, 19 Jun 2018 17:42:03 +0000",infowars,Iraqi Murderer of German Teen Brags He “Gets A Salary From State”,https://www.infowars.com/__trashed-42/
73,Jamie White,Featured Stories,So what was the FBI investigating?,"Tue, 19 Jun 2018 17:28:29 +0000",infowars,IG Bombshell: Clinton Was Never ‘Subject or Target’ of FBI Investigation,https://www.infowars.com/ig-bombshell-clinton-was-never-subject-or-target-of-fbi-investigation/
74,Infowars.com,Featured Stories,Non-citizens already reaping free handout benefits.,"Tue, 19 Jun 2018 17:27:46 +0000",infowars,Photos: Detained Illegals Eating Better than US Students Under Michelle Obama,https://www.infowars.com/photo-detained-illegals-eating-better-than-us-students-under-michelle-obama/
75,Ron Paul Institute,Featured Stories,Legal marijuana might be coming soon to the Lone Star State.,"Tue, 19 Jun 2018 17:09:02 +0000",infowars,The Texas Republican Party Now Supports Rolling Back Marijuana Prohibition. What’s Next?,https://www.infowars.com/the-texas-republican-party-now-supports-rolling-back-marijuana-prohibition-whats-next/
76,Infowars.com,Featured Stories,'God is real. God loves you.',"Tue, 19 Jun 2018 17:00:28 +0000",infowars,Actor Chris Pratt Praises God During MTV Award Ceremony,https://www.infowars.com/actor-chris-pratt-praises-god-during-mtv-award-ceremony/
77,Infowars.com,Featured Stories,POTUS wishes a happy 75th anniversary to the group.,"Tue, 19 Jun 2018 16:43:08 +0000",infowars,Video: Trump Delivers Speech to National Federation of Independent Businesses,https://www.infowars.com/live-video-trump-delivers-speech-to-national-federation-of-independent-businesses/
78,Express,Globalism,"EU chief caves on negotiations, allows Galileo access ","Tue, 19 Jun 2018 16:36:21 +0000",infowars,UK Allowed Access to Military Satellite After PM’s Threats,https://www.infowars.com/uk-allowed-access-to-military-satellite-after-pms-threats/
79,Infowars.com,Featured Stories,"'This Inspector General report should conjure anger, disappointment, sadness in anyone who reads it.'","Tue, 19 Jun 2018 16:25:14 +0000",infowars,Watch: Trey Gowdy Rips Into Comey’s Corruption During Senate Hearing,https://www.infowars.com/watch-trey-gowdy-rips-into-comeys-corruption-during-senate-hearing/
80,Kit Daniels,Featured Stories,EU’s Article 11 would ban fair use - and possibly even links to news stories,"Tue, 19 Jun 2018 16:21:30 +0000",infowars,"Drudge Warns: EU ‘Link Ban’ Could Kill Drudge Report, Internet Freedom",https://www.infowars.com/drudge-warns-eu-link-ban-could-kill-drudge-report-internet-freedom/
81,Newsmax,U.S. News,Only the media refuses to recognize significance of meeting,"Tue, 19 Jun 2018 16:04:52 +0000",infowars,Poll: Most Americans Satisfied With Trump-Kim Summit,https://www.infowars.com/poll-most-americans-satisfied-with-trump-kim-summit/
82,The Alex Jones Show,Special Reports,Social engineers want AI to determine the fate of humans.,"Tue, 19 Jun 2018 16:02:19 +0000",infowars,Google Trains Machines To Terminate Patients Through Probability Predictions,https://www.infowars.com/google-trains-machines-to-terminate-patients-through-probability-predictions/
83,Jake Lloyd,Featured Stories,"While all attention is on 'children in cages,' other problems are ignored.","Tue, 19 Jun 2018 15:52:22 +0000",infowars,The REAL Issue With Illegal Immigration,https://www.infowars.com/the-real-issue-with-illegal-immigration/
84,The Alex Jones Show,Special Reports,How did Art Bell die?,"Tue, 19 Jun 2018 15:45:49 +0000",infowars,George Noory Joins Alex Jones To Discuss Mysterious Death Of Coast To Coast Founder,https://www.infowars.com/george-noory-joins-alex-jones-to-discuss-mysterious-death-of-coast-to-coast-founder/
85,Owen Shroyer,Special Reports,Drain the swamp!,"Tue, 19 Jun 2018 15:35:06 +0000",infowars,Rudy Giuliani Suggests Jail Time For James Comey,https://www.infowars.com/rudy-giuliani-suggests-jail-time-for-james-comey/
86,Roger Stone ,Featured Stories,Slams politically motivated campaign,"Tue, 19 Jun 2018 15:33:48 +0000",infowars,Stone: FISA Warrant A “Violation of My Civil Rights”,https://www.infowars.com/stone-fisa-warrant-a-violation-of-my-civil-rights/
87,Paul Joseph Watson,Featured Stories,"Citizens given 24 hours to leave ""because (the migrants) come with many illnesses"".","Tue, 19 Jun 2018 15:21:11 +0000",infowars,Spain: Students Forced Out of Their Homes to Make Way For Migrants,https://www.infowars.com/spain-students-forced-out-of-their-homes-to-make-way-for-migrants/
88,Dan Lyman,Featured Stories,Illegals breaking into US while DHS harasses Americans,"Tue, 19 Jun 2018 15:17:47 +0000",infowars,Analyst: Illegals Treated Better Than Citizens,https://www.infowars.com/analyst-illegals-treated-better-than-citizens/
89,Melanie Zanona ,U.S. News,'House of Representatives is going to use its full arsenal of constitutional weapons to gain compliance',"Tue, 19 Jun 2018 15:15:40 +0000",infowars,House GOP headed for showdown with DOJ over key documents,https://www.infowars.com/house-gop-headed-for-showdown-with-doj-over-key-documents/
90,Reuters,World News,Pro-EU Conservative MPs want parliament to be able to intervene before Britain’s deadline,"Tue, 19 Jun 2018 15:13:09 +0000",infowars,"Setting up new showdown, May rejects Brexit proposal",https://www.infowars.com/setting-up-new-showdown-may-rejects-brexit-proposal/
91,Susan Crabtree ,U.S. News,Group praises administration’s decision to tap new head of Radio and TV Marti,"Tue, 19 Jun 2018 15:11:40 +0000",infowars,Miami-Based Group Presses Trump for More Cuba Restrictions,https://www.infowars.com/miami-based-group-presses-trump-for-more-cuba-restrictions/
92,Benny Johnson ,Hot News,Gallup report credits record-breaking economic numbers,"Tue, 19 Jun 2018 15:06:12 +0000",infowars,Satisfaction with Direction of Country Reaches 12-Year High,https://www.infowars.com/satisfaction-with-direction-of-country-reaches-12-year-high/
93,Mallory Shelbourne ,World News,The gathering comes after Trump’s summit last week with Kim in Singapore,"Tue, 19 Jun 2018 14:53:02 +0000",infowars,Kim meets with Xi in Beijing,https://www.infowars.com/kim-meets-with-xi-in-beijing/
94,Reuters,Economy,"Single-family homebuilding, which accounts for the largest share of the housing market, increased 3.9 percent","Tue, 19 Jun 2018 14:48:21 +0000",infowars,U.S. housing starts race to near 11-year high in May,https://www.infowars.com/u-s-housing-starts-race-to-near-11-year-high-in-may/
95,Mikael Thalen,Featured Stories,Man believed to have provided data to WikiLeaks faces maximum penalty of 135 years,"Tue, 19 Jun 2018 14:32:12 +0000",infowars,Ex-CIA Employee Charged For ‘Vault 7’ Leaks,https://www.infowars.com/ex-cia-employee-charged-for-vault-7-leaks/
96,Dan Lyman,Featured Stories,Migrants exploiting alternate routes to the continent,"Tue, 19 Jun 2018 14:29:00 +0000",infowars,EU Border Agency Preparing For Surge of Migrants,https://www.infowars.com/eu-border-agency-preparing-for-surge-of-migrants/
97,Steve Watson ,Featured Stories,Despite the fact she wanted to 'send them back' in 2014.,"Tue, 19 Jun 2018 13:56:47 +0000",infowars,Video: Bitter Hillary Calls Trump ‘Unchristian Liar’ Over Child Immigration Policy,https://www.infowars.com/video-bitter-hillary-calls-trump-unchristian-liar-over-child-immigration-policy/
98,CNBC,Featured Stories,Could produce terrifying results when coupled with social credit score,"Tue, 19 Jun 2018 13:28:40 +0000",infowars,Beijing Subways Could Get Facial Recognition and Palm Scanning Tech,https://www.infowars.com/beijing-subways-could-get-facial-recognition-and-palm-scanning-tech/
99,Infowars.com,Featured Stories,Global elite going for full control of the internet.,"Tue, 19 Jun 2018 13:09:13 +0000",infowars,Red Alert! The EU Is About To Destroy Internet Freedom As We Know It!,https://www.infowars.com/watch-live-deep-state-on-the-run-comey-under-investigation/
